,Age,workclass,A,education,education-num,marital status,occupation,relation,race,sex,captial-gain,captial-loss,hours-per-week,native-country,class
29870,40,1,151365,10,9,3,5,1,3,0,0,0,40,15,0
29871,40,1,360884,3,10,2,0,1,3,0,0,0,50,15,1
29872,54,1,36480,10,9,0,10,2,3,1,15024,0,50,15,1
29873,43,5,116666,11,15,0,11,2,1,1,0,0,35,15,1
29874,63,0,214143,8,13,0,1,2,3,1,0,0,40,38,0
29875,18,1,45316,13,7,2,2,5,3,0,0,0,20,15,0
29876,19,1,311974,0,2,2,12,0,3,1,0,0,40,41,0
29877,49,5,48495,10,9,0,9,2,3,1,0,0,45,15,0
29878,27,1,115945,1,14,0,9,2,3,1,0,0,45,15,1
29879,49,0,170846,1,14,3,9,1,3,0,0,0,40,15,0
29880,60,1,142922,10,9,0,5,2,3,1,0,0,50,15,0
29881,71,8,181301,10,9,0,14,2,3,1,0,0,40,15,0
29882,34,1,286675,10,9,0,1,2,3,1,0,0,40,15,0
29883,29,1,233168,8,13,0,11,4,3,0,0,0,46,15,1
29884,30,1,177304,3,10,0,10,2,3,1,0,0,44,15,0
29885,46,1,336984,10,9,2,13,5,3,1,0,0,17,15,0
29886,32,5,379412,5,11,0,5,2,3,1,0,0,40,15,0
29887,25,1,180778,10,9,2,5,1,3,1,0,0,75,15,0
29888,25,1,141876,1,14,2,11,3,3,1,0,0,45,25,0
29889,22,1,228306,3,10,1,2,4,3,0,0,0,40,15,1
29890,32,1,329993,3,10,0,1,2,3,1,0,0,50,15,0
29891,40,1,247469,6,16,0,11,4,3,0,0,0,30,15,1
29892,51,1,673764,1,14,2,11,1,3,1,27828,0,40,15,1
29893,20,1,155775,10,9,2,5,5,3,1,0,0,30,15,0
29894,34,1,81223,10,9,3,9,1,3,0,0,0,48,15,0
29895,40,1,236021,3,10,2,9,1,3,1,0,0,50,15,0
29896,34,6,103371,5,11,2,3,3,3,0,0,0,40,15,0
29897,19,1,199480,14,6,2,13,5,3,1,0,0,25,15,0
29898,53,1,152657,14,6,0,5,2,0,1,0,0,40,15,0
29899,42,2,460214,3,10,0,3,2,3,1,0,0,40,15,1
29900,38,1,91039,1,14,0,9,2,3,1,0,0,65,15,1
29901,41,1,197372,10,9,0,5,2,3,1,0,0,60,15,1
29902,64,8,267198,11,15,0,14,2,3,1,0,0,16,15,0
29903,30,6,111883,3,10,2,11,1,3,1,0,0,40,15,0
29904,20,1,66917,13,7,0,7,5,3,1,0,0,40,41,0
29905,19,1,292583,10,9,2,2,5,3,0,0,0,30,15,0
29906,20,1,391679,10,9,2,10,0,3,1,0,0,60,15,0
29907,35,1,475324,8,13,0,9,2,3,1,0,0,45,15,0
29908,33,5,218164,10,9,0,5,2,3,1,0,0,40,15,0
29909,43,5,101534,3,10,0,9,2,3,1,0,1902,15,15,1
29910,38,2,65706,3,10,3,9,3,3,0,0,0,38,15,0
29911,50,5,156606,3,10,0,9,4,3,0,0,0,30,15,0
29912,23,1,200967,10,9,3,2,5,3,0,0,0,10,15,0
29913,30,0,164493,3,10,2,3,5,3,0,0,0,10,15,0
29914,33,1,547886,8,13,4,9,3,0,0,0,0,40,15,0
29915,48,1,232145,10,9,3,12,1,3,1,0,0,40,15,0
29916,43,1,96421,8,13,3,11,3,3,0,0,0,24,7,0
29917,33,1,554206,3,10,2,0,1,0,1,0,0,40,6,0
29918,50,0,234143,1,14,0,9,2,0,1,0,0,45,15,1
29919,23,1,380544,3,10,0,3,2,3,1,0,0,40,15,1
29920,36,0,103886,3,10,3,13,1,3,1,0,0,50,15,0
29921,50,6,54709,10,9,3,3,3,3,0,0,0,46,15,0
29922,26,1,276548,10,9,0,10,4,3,0,0,0,20,15,0
29923,55,0,176046,1,14,0,11,4,3,0,0,2267,40,15,0
29924,37,1,114605,10,9,0,7,2,3,1,0,0,40,15,0
29925,43,1,323713,10,9,0,12,2,3,1,0,0,40,15,0
29926,38,5,261382,3,10,0,1,2,3,1,0,0,40,15,0
29927,42,1,223548,15,4,0,13,2,3,1,0,0,30,41,0
29928,47,5,355978,6,16,0,1,2,3,1,0,2002,45,15,0
29929,44,1,107218,8,13,0,9,2,4,1,0,0,40,15,0
29930,28,5,31717,10,9,0,5,2,3,1,0,0,40,15,0
29931,51,1,328947,3,10,5,3,1,3,0,0,0,40,15,0
29932,51,1,148431,10,9,0,5,2,3,1,0,0,40,15,0
29933,49,1,121602,8,13,0,9,2,3,1,0,0,40,15,0
29934,62,1,244087,6,16,0,11,2,3,1,15024,0,50,15,1
29935,31,1,83425,3,10,2,3,3,3,0,0,0,40,15,0
29936,29,1,157308,13,7,0,13,4,4,0,2829,0,14,6,0
29937,23,1,57898,3,10,2,7,1,3,1,0,0,30,15,0
29938,40,6,175304,3,10,3,10,1,3,0,0,0,40,15,0
29939,66,3,102663,15,4,0,9,2,3,1,0,0,50,15,0
29940,17,1,99175,13,7,2,2,1,3,0,0,0,20,15,0
29941,37,1,208358,3,10,0,5,2,3,1,0,0,40,15,1
29942,69,1,361561,11,15,0,11,2,3,1,0,0,3,15,0
29943,23,1,215115,8,13,2,3,1,3,0,0,0,40,15,0
29944,38,2,207066,10,9,0,9,2,3,1,0,0,42,15,1
29945,37,2,160910,10,9,0,5,2,3,1,0,0,40,15,0
29946,38,1,64879,3,10,3,10,1,3,0,0,0,40,15,0
29947,38,1,430035,2,5,0,7,2,3,1,0,0,54,41,0
29948,37,6,74163,8,13,2,11,1,3,0,0,0,40,15,0
29949,37,3,98389,10,9,0,9,2,3,1,0,0,50,15,1
29950,23,1,386019,2,5,2,7,3,3,1,0,0,70,15,0
29951,17,1,112795,14,6,2,2,5,3,0,0,0,15,15,0
29952,48,1,332465,8,13,0,11,2,3,1,0,0,35,15,0
29953,17,1,38611,13,7,2,3,5,3,0,0,0,23,15,0
29954,55,1,368797,1,14,0,9,2,3,1,0,1977,60,15,1
29955,35,1,24106,3,10,0,9,2,3,1,0,0,40,15,1
29956,68,8,108683,3,10,0,14,4,3,0,0,0,12,15,1
29957,35,5,241998,8,13,0,5,2,3,1,0,0,45,15,0
29958,53,1,312446,8,13,0,9,2,3,1,0,0,60,15,1
29959,43,1,69333,10,9,0,12,2,3,1,0,0,48,15,0
29960,36,1,172538,1,14,2,11,5,3,1,0,0,40,15,0
29961,24,1,275884,10,9,4,2,3,0,0,0,0,40,15,0
29962,45,1,43479,3,10,0,1,2,3,1,0,0,48,15,0
29963,34,1,199864,3,10,0,3,4,3,0,0,2057,40,15,0
29964,56,1,235197,10,9,2,3,1,3,0,0,0,38,15,0
29965,36,1,170376,10,9,0,5,2,3,1,0,0,45,15,1
29966,22,1,325179,3,10,2,11,5,3,1,0,0,50,15,0
29967,19,8,351195,2,5,2,14,0,3,1,0,1719,35,27,0
29968,33,1,141841,10,9,2,2,5,0,1,0,0,36,15,0
29969,48,1,207817,10,9,2,2,1,3,0,0,0,32,17,0
29970,20,1,137974,3,10,2,2,5,3,0,0,0,30,15,0
29971,64,3,161325,4,12,0,10,2,3,1,0,1887,50,15,1
29972,47,1,293623,13,7,0,5,2,3,1,0,0,40,32,0
29973,20,1,37783,3,10,2,2,1,3,0,0,0,25,15,0
29974,44,2,308027,8,13,3,9,1,0,0,0,0,40,15,0
29975,45,5,149218,8,13,0,7,2,3,1,0,0,77,15,0
29976,45,0,374450,10,9,0,1,4,3,0,5178,0,40,15,1
29977,45,0,61885,1,14,0,11,2,3,1,0,0,37,15,1
29978,27,6,291196,8,13,2,11,1,0,1,0,0,40,15,0
29979,41,1,45366,10,9,0,5,2,3,1,0,0,72,15,1
29980,20,1,203027,10,9,2,7,1,3,1,0,0,55,15,0
29981,54,3,223752,8,13,0,9,2,3,1,7688,0,40,25,1
29982,17,1,132680,14,6,2,2,5,3,0,0,1602,10,15,0
29983,50,1,155574,10,9,0,11,2,3,1,0,0,40,15,1
29984,31,6,193565,1,14,2,0,1,3,1,0,0,40,15,0
29985,49,5,123598,10,9,2,5,1,3,1,0,0,30,15,0
29986,44,1,456236,1,14,0,3,2,3,1,0,0,40,15,0
29987,49,1,163229,10,9,3,5,1,3,1,0,0,50,15,0
29988,28,0,419740,8,13,2,11,1,3,1,0,0,52,15,0
29989,43,0,118853,3,10,0,0,2,3,1,4386,0,99,15,1
29990,33,1,31449,4,12,3,12,3,2,0,0,0,40,15,0
29991,35,1,204163,3,10,3,12,3,0,0,0,0,55,15,0
29992,17,1,177629,13,7,2,10,5,3,0,0,0,20,15,0
29993,25,1,186370,10,9,0,13,2,3,1,0,0,40,15,0
29994,41,1,188307,10,9,3,5,3,3,0,0,0,40,15,0
29995,30,1,55481,1,14,2,0,3,3,1,0,0,45,10,0
29996,48,1,119471,5,11,0,2,2,4,1,0,0,56,6,1
29997,61,0,167347,3,10,0,3,2,3,1,0,0,35,15,0
29998,41,1,184378,10,9,4,5,1,3,1,0,0,40,15,0
29999,36,1,348960,10,9,2,0,1,3,1,0,0,50,15,0
30000,24,0,69640,3,10,2,6,1,3,1,0,0,40,15,0
30001,27,1,297457,10,9,2,3,5,0,1,0,0,40,15,0
30002,18,1,279593,13,7,2,11,5,3,0,0,0,2,15,0
30003,20,1,211968,3,10,2,11,5,3,0,0,0,15,15,0
30004,18,1,194561,3,10,2,2,5,3,1,0,0,12,15,0
30005,23,1,140414,10,9,0,5,2,3,1,0,0,40,15,0
30006,43,6,24763,1,14,0,11,2,3,1,0,1887,45,15,1
30007,38,6,462832,3,10,0,9,4,0,0,0,0,40,12,0
30008,36,1,48972,3,10,3,3,3,3,0,0,0,40,15,0
30009,28,5,35032,8,13,2,9,1,3,1,0,0,50,15,0
30010,47,1,228583,3,10,0,5,2,3,1,0,0,40,25,0
30011,51,1,392668,6,16,0,9,2,3,1,15024,0,84,15,1
30012,35,1,108140,8,13,0,9,2,3,1,0,0,40,15,1
30013,38,6,112497,8,13,0,6,2,3,1,0,0,60,15,0
30014,47,2,142581,3,10,0,3,2,0,1,0,0,40,15,1
30015,26,1,147982,13,7,3,5,1,3,0,0,0,40,15,0
30016,31,6,440129,3,10,3,6,1,3,1,0,0,40,15,1
30017,46,1,200734,3,10,3,3,3,0,0,0,0,35,12,0
30018,49,1,31807,3,10,2,9,3,3,0,0,0,40,15,0
30019,19,1,166153,10,9,2,10,5,3,0,0,0,30,15,0
30020,45,3,212954,3,10,0,7,2,3,1,0,0,50,15,0
30021,46,1,52291,8,13,0,11,2,3,1,7688,0,45,15,1
30022,70,5,303588,3,10,0,0,2,3,1,0,0,20,15,0
30023,19,1,96176,3,10,2,3,5,3,0,0,0,20,15,0
30024,46,1,184632,5,11,0,5,2,3,1,0,0,50,15,0
30025,20,1,137618,3,10,2,1,5,3,1,0,0,35,15,0
30026,17,1,160029,13,7,2,2,0,3,0,0,0,22,15,0
30027,43,1,178780,3,10,0,9,2,3,1,0,0,49,15,1
30028,19,1,39756,3,10,2,2,5,3,0,0,0,15,15,0
30029,37,1,35309,10,9,0,5,2,3,1,0,0,40,15,0
30030,51,1,117253,10,9,5,11,3,3,0,0,0,40,15,0
30031,40,0,303212,8,13,0,11,2,3,1,0,0,40,15,1
30032,24,1,214542,3,10,2,5,5,3,1,0,0,60,5,0
30033,31,1,342019,4,12,0,11,2,3,1,0,0,40,15,0
30034,59,1,126668,5,11,0,11,2,3,1,5178,0,50,15,1
30035,27,1,401508,10,9,2,2,3,0,0,0,0,40,15,0
30036,40,1,25005,8,13,0,11,2,3,1,15024,0,99,15,1
30037,30,5,85708,10,9,0,5,2,3,1,0,0,40,15,0
30038,28,1,115677,4,12,2,3,5,3,1,0,0,32,15,0
30039,25,1,144259,10,9,2,5,5,0,1,0,0,50,15,0
30040,22,1,197583,8,13,2,10,1,3,0,0,0,20,15,0
30041,21,6,142766,3,10,2,9,5,3,1,0,0,40,15,0
30042,67,8,132626,3,10,0,14,2,3,1,0,0,6,15,0
30043,35,3,185621,8,13,2,9,1,3,0,0,0,60,15,1
30044,54,0,29887,10,9,0,9,2,3,1,0,0,56,15,0
30045,36,1,117381,10,9,0,12,2,3,1,0,0,40,15,0
30046,29,1,211482,8,13,0,10,2,3,1,0,0,40,15,0
30047,32,2,90653,10,9,2,9,3,3,0,0,1380,40,15,0
30048,55,1,209535,10,9,3,1,1,3,1,0,0,40,15,0
30049,56,2,187873,1,14,3,3,3,3,0,0,0,40,15,0
30050,19,1,174732,3,10,2,2,5,0,1,0,0,25,15,0
30051,36,1,297847,10,9,2,2,1,0,0,0,2001,40,15,0
30052,58,1,110213,10,9,5,3,1,3,0,0,0,40,15,1
30053,35,1,162601,10,9,3,3,3,3,0,0,0,40,15,0
30054,44,1,108438,14,6,4,12,3,0,0,0,0,40,15,0
30055,40,3,132222,10,9,0,9,2,3,1,0,0,40,15,0
30056,18,1,174394,10,9,2,2,5,3,0,0,0,20,15,0
30057,71,5,322789,10,9,0,7,2,2,1,0,0,35,15,0
30058,51,2,72436,10,9,0,9,2,3,1,0,0,57,15,1
30059,27,8,60726,10,9,2,14,5,0,1,0,0,40,15,0
30060,20,1,190273,12,8,2,2,5,3,1,0,0,35,15,0
30061,33,8,393376,13,7,2,14,1,3,0,0,0,40,15,0
30062,34,1,140571,5,11,3,0,3,0,0,0,0,40,15,0
30063,28,1,584790,5,11,0,2,2,3,1,0,0,40,15,1
30064,23,1,197666,3,10,2,3,1,3,0,0,0,24,1,0
30065,36,1,245090,3,10,0,5,2,3,1,3137,0,50,27,0
30066,42,1,192569,11,15,3,11,1,3,0,0,0,39,15,1
30067,31,0,158291,8,13,2,5,1,3,1,8614,0,40,15,1
30068,19,8,113915,10,9,2,14,5,0,1,0,0,10,15,0
30069,38,0,287658,1,14,3,11,1,0,1,0,0,40,4,0
30070,22,1,192455,10,9,2,3,3,3,0,0,0,40,15,0
30071,36,1,317040,5,11,3,3,3,0,0,0,0,54,15,0
30072,36,1,218689,1,14,0,10,2,3,1,0,1977,50,15,1
30073,17,1,116626,13,7,2,13,5,3,1,0,1719,18,15,0
30074,30,2,48458,3,10,2,3,5,0,0,0,0,40,15,0
30075,35,5,241469,2,5,0,5,2,3,1,2635,0,30,15,0
30076,32,1,167990,1,14,2,9,1,3,1,14084,0,40,15,1
30077,42,1,261929,8,13,0,9,2,3,1,7688,0,40,15,1
30078,54,1,425804,3,10,2,9,1,3,0,0,0,45,15,1
30079,36,1,33394,8,13,0,10,2,3,1,0,1887,35,15,1
30080,58,1,72812,14,6,2,2,1,3,1,0,0,40,15,0
30081,39,1,89040,5,11,0,2,2,3,1,0,0,40,15,0
30082,62,0,164518,10,9,5,3,1,3,0,0,0,38,15,0
30083,51,1,182740,10,9,3,11,3,3,1,0,0,40,15,0
30084,52,1,361875,3,10,3,9,1,3,0,0,0,50,15,0
30085,25,1,197130,10,9,2,10,5,3,0,0,0,30,15,0
30086,26,1,340335,8,13,2,3,1,3,0,0,0,40,15,0
30087,26,1,293984,14,6,0,5,5,0,1,0,0,40,15,0
30088,59,6,261584,8,13,2,9,1,0,0,0,0,40,7,0
30089,21,1,170302,10,9,2,7,0,3,1,0,0,50,15,0
30090,45,1,481987,1,14,0,0,2,3,1,0,0,18,15,1
30091,26,1,88449,10,9,0,5,2,3,1,0,0,36,15,0
30092,68,5,261897,14,6,5,7,3,3,1,0,0,20,15,0
30093,60,1,250552,10,9,0,2,2,3,1,0,0,40,15,1
30094,65,1,88513,10,9,0,10,2,3,1,0,0,18,15,0
30095,41,1,168293,1,14,3,9,3,3,0,0,0,45,15,0
30096,34,1,283921,10,9,0,1,2,3,1,0,0,50,15,0
30097,28,1,407043,10,9,0,3,2,0,1,0,0,40,15,0
30098,40,1,63745,5,11,2,3,1,3,0,0,0,40,15,0
30099,57,1,49893,1,14,0,11,2,3,1,0,0,60,15,1
30100,37,1,241962,13,7,0,5,2,3,1,0,0,50,15,0
30101,34,1,338416,14,6,3,12,1,0,1,0,0,60,15,0
30102,21,8,212888,13,7,0,14,4,3,0,0,0,56,15,0
30103,57,2,310320,8,13,0,0,2,3,1,0,0,48,15,1
30104,55,1,359972,8,13,0,9,2,3,1,0,1887,40,15,1
30105,51,1,64643,10,9,2,7,1,3,1,0,0,60,25,0
30106,56,1,125000,8,13,0,3,2,3,1,0,0,40,15,1
30107,32,1,286675,3,10,2,9,1,3,1,0,0,60,15,0
30108,18,1,165532,3,10,2,10,5,3,1,0,0,15,15,0
30109,48,1,349986,5,11,6,11,1,3,1,0,0,40,15,0
30110,46,1,213140,8,13,0,11,2,3,1,0,0,40,25,1
30111,41,2,219155,11,15,0,11,2,3,1,0,0,50,28,1
30112,33,1,183612,10,9,0,1,2,3,1,0,0,20,15,0
30113,33,1,391114,10,9,2,13,5,3,1,0,0,40,15,0
30114,47,1,219632,9,3,6,12,0,3,1,0,0,40,41,0
30115,46,3,320124,10,9,0,9,4,2,0,15024,0,40,15,1
30116,40,1,799281,10,9,3,3,3,3,0,0,0,38,15,0
30117,42,1,657397,10,9,0,12,2,3,1,0,0,40,41,0
30118,31,6,373432,8,13,0,11,2,3,1,7298,0,55,15,1
30119,51,1,168660,13,7,0,13,2,3,1,0,0,40,15,0
30120,44,1,191149,3,10,3,3,3,3,0,0,0,57,15,0
30121,37,1,356824,10,9,4,0,3,3,0,0,0,40,15,0
30122,25,1,191782,13,7,2,12,5,0,0,0,0,40,15,0
30123,63,5,29859,15,4,0,7,2,3,1,7688,0,60,15,1
30124,52,1,204226,10,9,3,10,1,3,1,0,0,45,15,0
30125,42,0,246862,3,10,3,0,1,3,0,3325,0,40,15,0
30126,28,1,496526,10,9,2,3,1,3,0,0,0,40,15,0
30127,30,1,426431,1,14,2,11,1,3,1,10520,0,40,15,1
30128,34,1,84154,8,13,0,10,2,3,1,0,0,50,15,0
30129,37,2,45937,4,12,0,9,4,3,0,0,0,40,15,1
30130,31,1,130021,10,9,0,12,2,3,1,0,0,45,15,0
30131,35,1,63021,3,10,3,10,1,3,0,0,0,35,15,0
30132,25,1,367306,3,10,2,3,5,3,0,0,0,40,15,0
30133,38,1,65624,10,9,3,9,1,3,1,0,0,40,15,0
30134,43,5,144928,10,9,2,7,1,3,1,0,0,60,15,0
30135,22,1,117747,3,10,2,5,0,4,0,0,0,40,26,0
30136,18,1,266681,13,7,2,2,5,3,1,0,0,20,15,0
30137,26,1,152035,10,9,2,3,1,3,0,0,0,40,15,0
30138,36,1,190023,10,9,0,1,2,3,1,0,0,60,15,1
30139,43,1,233130,10,9,3,10,1,3,1,0,0,20,15,0
30140,21,1,149637,3,10,2,3,1,3,0,0,0,25,15,0
30141,62,2,224277,3,10,5,6,1,3,0,0,0,40,15,0
30142,26,1,121559,10,9,0,5,2,3,1,0,0,40,15,0
30143,54,5,230951,8,13,0,9,2,3,1,0,0,40,15,1
30144,18,1,345285,13,7,2,10,5,3,0,0,0,20,15,0
30145,65,5,28367,10,9,0,10,2,3,1,0,0,55,15,0
30146,41,1,320744,10,9,2,5,1,3,1,3325,0,50,15,0
30147,31,1,243773,2,5,2,2,3,3,0,0,0,20,15,0
30148,56,1,151474,2,5,3,10,3,3,0,0,0,40,15,0
30149,50,1,135465,8,13,0,9,2,3,1,0,0,50,15,1
30150,22,1,210781,8,13,2,3,5,3,0,0,0,35,15,0
30151,36,0,359001,3,10,0,6,2,3,1,0,0,48,15,0
30152,48,1,119471,6,16,0,11,2,4,1,0,0,40,28,1
30153,30,1,226396,10,9,0,2,4,3,0,0,0,30,15,0
30154,35,1,283122,3,10,0,0,2,3,1,0,0,45,15,0
30155,37,5,326400,10,9,0,1,2,3,1,0,0,30,15,0
30156,32,8,169186,10,9,0,14,2,3,1,0,0,5,15,0
30157,56,1,158752,1,14,0,9,4,3,0,0,0,50,15,0
30158,29,8,208406,10,9,2,14,1,3,1,0,0,35,15,0
30159,41,1,96741,4,12,3,10,3,3,1,0,0,40,15,0
30160,38,6,255191,10,9,2,2,1,3,1,0,0,40,15,0
30161,34,1,177733,2,5,4,12,3,3,0,0,0,35,32,0
30162,54,6,137815,12,8,2,2,5,3,1,4101,0,40,15,0
30163,36,8,187203,5,11,3,14,5,3,1,0,0,50,15,0
30164,42,1,168515,5,11,3,11,1,3,0,0,0,40,15,0
30165,33,1,122672,10,9,0,7,2,3,1,0,0,50,15,0
30166,21,1,195199,10,9,2,11,5,3,0,0,0,30,15,0
30167,69,0,179813,14,6,0,1,2,3,1,0,0,10,15,0
30168,32,1,178623,4,12,2,10,1,0,0,0,0,46,12,0
30169,50,1,41890,10,9,0,5,2,3,1,0,0,40,15,0
30170,40,1,373050,12,8,0,2,2,3,1,0,0,40,25,0
30171,45,1,80430,10,9,3,2,1,3,0,0,0,40,15,0
30172,31,1,198613,10,9,0,3,2,3,1,0,0,35,15,0
30173,24,1,330571,8,13,0,11,4,3,0,0,0,40,15,0
30174,28,1,209205,8,13,2,11,1,3,1,0,0,60,15,1
30175,21,1,132243,4,12,2,2,5,3,0,0,0,5,15,0
30176,43,5,237670,5,11,3,9,1,3,1,0,0,25,15,0
30177,22,1,193586,10,9,2,10,1,3,0,0,0,25,15,0
30178,62,5,197353,10,9,0,5,2,3,1,0,1740,40,15,0
30179,21,5,74538,3,10,2,0,1,3,1,0,0,25,15,0
30180,37,1,89718,3,10,0,1,2,3,1,0,0,45,15,0
30181,34,1,93169,3,10,3,2,3,0,0,0,0,40,15,0
30182,74,5,292915,8,13,0,9,2,3,1,0,1825,12,15,1
30183,43,1,328570,3,10,3,12,3,0,0,0,0,38,15,0
30184,25,1,312157,3,10,2,11,1,3,0,0,0,40,15,0
30185,43,1,193459,13,7,0,13,2,3,1,0,0,40,15,0
30186,23,1,236804,13,7,0,2,2,3,1,0,0,40,15,0
30187,33,1,126223,10,9,4,12,3,0,0,0,0,40,15,0
30188,51,6,172281,8,13,0,9,2,3,1,0,0,35,15,1
30189,64,1,153894,8,13,2,10,3,3,0,0,0,40,14,0
30190,35,1,331395,3,10,2,9,1,3,1,0,0,50,15,0
30191,69,5,92472,14,6,6,7,1,3,1,3273,0,45,15,0
30192,32,1,318647,8,13,0,9,2,3,1,0,0,48,15,1
30193,20,1,332931,3,10,2,2,5,3,0,0,0,40,15,0
30194,66,3,76212,10,9,0,1,2,3,1,0,0,50,15,1
30195,31,1,301168,3,10,2,5,1,3,1,0,0,40,34,0
30196,22,1,440969,3,10,2,2,5,3,0,0,0,24,15,0
30197,32,1,154950,11,15,2,11,1,3,1,0,0,40,15,0
30198,23,1,218343,4,12,2,10,5,3,0,0,0,40,15,0
30199,21,1,239577,3,10,2,3,5,3,1,0,0,40,15,0
30200,36,1,247936,10,9,0,2,4,4,0,0,0,2,21,0
30201,62,0,203525,15,4,0,5,2,3,1,2829,0,40,15,0
30202,24,1,182342,10,9,2,13,1,3,1,0,0,40,15,0
30203,45,1,25649,3,10,0,1,2,3,1,7298,0,50,15,1
30204,27,1,243569,13,7,0,13,2,3,1,3942,0,40,15,0
30205,38,1,187870,11,15,0,11,2,3,1,0,2415,90,15,1
30206,20,8,289116,3,10,2,14,5,3,0,0,0,5,15,0
30207,30,1,487330,3,10,0,12,2,3,1,0,0,30,15,0
30208,17,8,34019,14,6,2,14,5,3,1,0,0,20,15,0
30209,17,8,250541,13,7,2,14,5,0,1,0,0,8,15,0
30210,21,5,318987,5,11,0,7,2,3,1,0,0,40,15,0
30211,56,5,140558,10,9,0,10,2,3,1,0,0,40,15,0
30212,59,0,303455,1,14,5,11,3,3,0,4787,0,60,15,1
30213,37,5,76855,3,10,3,9,3,3,0,0,0,40,15,0
30214,52,1,308764,3,10,3,9,3,3,0,0,0,40,15,0
30215,50,2,339905,3,10,0,9,2,3,1,0,0,40,15,1
30216,55,1,227856,8,13,0,9,2,3,1,7298,0,60,15,1
30217,55,1,156430,8,13,0,11,2,3,1,0,0,40,15,1
30218,45,8,98265,10,9,3,14,1,3,0,0,0,40,15,0
30219,72,1,116640,3,10,0,11,2,3,1,3471,0,20,15,0
30220,39,1,187167,3,10,3,9,1,3,0,0,0,40,15,0
30221,28,1,184078,12,8,3,12,1,3,0,0,0,40,15,0
30222,38,1,108140,8,13,3,0,0,3,1,0,0,40,15,0
30223,44,1,150533,3,10,4,5,1,3,1,0,1876,55,15,0
30224,51,5,313702,10,9,2,10,1,3,1,0,0,40,15,0
30225,20,1,39803,3,10,2,2,5,3,1,0,1719,36,15,0
30226,25,1,252752,3,10,2,1,1,3,0,0,0,45,15,0
30227,52,1,111700,3,10,3,10,0,3,0,0,0,20,15,1
30228,45,1,361842,10,9,5,5,1,3,0,0,0,40,15,0
30229,17,1,231438,13,7,2,3,5,3,0,0,0,12,15,0
30230,20,1,178469,10,9,2,2,5,4,0,0,0,15,25,0
30231,64,0,116620,1,14,0,11,2,3,1,0,0,25,15,0
30232,34,1,112212,10,9,0,3,2,3,1,0,1485,40,15,0
30233,74,5,109101,3,10,0,9,2,3,1,0,0,4,15,0
30234,58,2,72998,13,7,3,5,1,0,0,14084,0,40,15,1
30235,44,1,147265,1,14,0,11,2,3,1,0,0,40,15,1
30236,23,6,314645,4,12,2,3,1,3,0,0,0,25,15,0
30237,23,1,444554,10,9,2,13,5,3,1,0,0,50,15,0
30238,27,1,129629,5,11,2,0,0,3,0,0,0,36,15,0
30239,34,1,106761,8,13,0,10,2,3,1,0,0,45,15,1
30240,18,1,189924,10,9,2,10,5,3,0,0,0,24,15,0
30241,33,1,311194,13,7,2,10,3,0,0,0,0,17,15,0
30242,50,5,89737,3,10,0,5,2,3,1,0,0,48,15,0
30243,47,1,49298,10,9,3,10,1,3,1,0,0,50,15,0
30244,50,3,190333,11,15,0,11,2,3,1,99999,0,55,15,1
30245,18,1,251923,13,7,2,10,5,3,0,0,0,15,15,0
30246,49,0,298445,11,15,0,11,4,3,0,0,1977,60,15,1
30247,34,1,180284,3,10,0,13,2,3,1,0,0,50,15,0
30248,51,1,154342,1,14,0,11,2,3,1,7688,0,45,15,1
30249,56,6,68658,3,10,0,9,2,3,1,0,0,40,15,1
30250,64,1,203783,10,9,5,3,3,3,0,0,0,8,15,0
30251,23,1,250037,3,10,2,7,1,3,0,0,0,50,15,0
30252,33,1,158688,3,10,0,1,2,3,1,0,0,40,15,0
30253,43,1,214781,1,14,0,9,2,3,1,0,0,45,15,0
30254,60,2,404023,10,9,3,9,1,3,1,10520,0,40,15,1
30255,57,6,109015,12,8,3,2,3,3,0,0,0,40,15,0
30256,22,1,194630,8,13,2,10,1,3,1,0,0,45,15,0
30257,23,1,239375,8,13,2,12,5,3,1,0,0,40,15,0
30258,54,1,35576,3,10,0,10,2,3,1,0,2415,50,15,1
30259,39,2,363630,10,9,0,3,2,0,1,7688,0,52,15,1
30260,32,5,182926,1,14,2,11,1,3,1,0,0,40,15,0
30261,20,1,117222,3,10,2,0,5,3,1,0,0,15,15,0
30262,30,1,110643,3,10,2,9,1,3,1,0,0,52,15,0
30263,56,5,170217,10,9,0,7,2,3,1,0,0,45,15,0
30264,34,1,193285,10,9,0,13,2,3,1,0,0,40,15,0
30265,32,1,161075,10,9,2,5,3,3,1,0,0,40,15,0
30266,59,1,322691,1,14,0,11,2,3,1,0,0,50,15,1
30267,19,1,229431,3,10,2,11,5,3,1,0,0,11,15,0
30268,60,8,106282,2,5,5,14,1,3,0,0,0,40,15,0
30269,29,1,105694,10,9,0,13,2,3,1,0,0,42,15,0
30270,24,1,199883,3,10,0,5,2,3,1,0,0,60,15,0
30271,41,6,100800,1,14,3,11,1,3,1,0,0,35,15,0
30272,23,1,256278,15,4,0,13,0,1,0,0,0,30,27,0
30273,32,1,156464,10,9,0,10,2,3,1,0,1902,50,15,1
30274,51,3,129525,10,9,2,10,0,3,1,0,0,40,25,0
30275,18,1,285013,10,9,2,10,5,3,1,0,0,10,15,0
30276,28,1,248911,3,10,2,9,5,3,0,0,0,40,25,0
30277,33,8,369386,3,10,0,14,4,3,0,5178,0,40,15,1
